Sample Rate:	500.000000
Time (s)	MWMOBILE1_ECG	MWMOBILE1_Z0	MWMOBILE1_dZ/dt	MWMOBILE1_EDA
78.458000	0.001837	6.805970	-0.196567	35.942076
78.460000	0.001830	6.806198	-0.182076	35.941813
78.462000	0.001828	6.806672	-0.178419	35.941609
78.464000	0.001837	6.806947	-0.176712	35.941521
78.466000	0.001835	6.807120	-0.166253	35.941025
78.468000	0.001837	6.807254	-0.153793	35.940704
78.470000	0.001843	6.807334	-0.138697	35.940733
78.472000	0.001846	6.807381	-0.123697	35.940325
78.474000	0.001847	6.807489	-0.110299	35.940383
78.476000	0.001842	6.807573	-0.102408	35.939391
78.478000	0.001839	6.807399	-0.087071	35.939245
78.480000	0.001845	6.807529	-0.072128	35.939040
78.482000	0.001848	6.808079	-0.076262	35.939245
78.484000	0.001843	6.808397	-0.089224	35.938515
78.486000	0.001839	6.808621	-0.095314	35.937902
78.488000	0.001832	6.808763	-0.095326	35.937610
78.490000	0.001837	6.808983	-0.094769	35.937172
78.492000	0.001848	6.809066	-0.092207	35.936939
78.494000	0.001850	6.809005	-0.081348	35.936881
78.496000	0.001848	6.808990	-0.070206	35.936326
78.498000	0.001846	6.808969	-0.060171	35.935918
78.500000	0.001843	6.808951	-0.047280	35.935684
78.502000	0.001838	6.808860	-0.034786	35.935538
78.504000	0.001831	6.808701	-0.022902	35.935421
78.506000	0.001830	6.808838	-0.019322	35.934458
78.508000	0.001832	6.808864	-0.021599	35.934137
78.510000	0.001835	6.808549	-0.012355	35.933553
78.512000	0.001833	6.808158	0.010172	35.933699
78.514000	0.001832	6.808043	0.026076	35.934050
78.516000	0.001838	6.807988	0.030512	35.933291
78.518000	0.001840	6.808093	0.026150	35.933203
78.520000	0.001830	6.808010	0.021084	35.932649
78.522000	0.001824	6.807916	0.020662	35.932561
78.524000	0.001829	6.808025	0.015987	35.932269
78.526000	0.001832	6.808093	0.009404	35.931832
78.528000	0.001835	6.808126	0.003210	35.931131
78.530000	0.001832	6.808086	0.000023	35.931073
78.532000	0.001820	6.807934	0.004169	35.930781
78.534000	0.001822	6.807880	0.009176	35.930635
78.536000	0.001822	6.807963	0.007366	35.929964
78.538000	0.001813	6.807970	0.002803	35.929701
78.540000	0.001810	6.807916	0.002754	35.929847
78.542000	0.001813	6.808108	-0.001104	35.929292
78.544000	0.001808	6.808513	-0.016366	35.928679
78.546000	0.001808	6.809023	-0.038459	35.928534
78.548000	0.001809	6.809453	-0.061865	35.928329
78.550000	0.001808	6.809808	-0.080684	35.928008
78.552000	0.001810	6.810083	-0.091925	35.927716
78.554000	0.001811	6.810368	-0.100941	35.927074
78.556000	0.001800	6.810998	-0.113106	35.927279
78.558000	0.001802	6.811497	-0.128583	35.926928
78.560000	0.001807	6.811906	-0.140716	35.926666
78.562000	0.001816	6.812271	-0.147207	35.926257
78.564000	0.001807	6.812698	-0.151753	35.925498
78.566000	0.001786	6.813269	-0.161669	35.924885
78.568000	0.001798	6.813866	-0.175661	35.924798
78.570000	0.001789	6.814470	-0.186755	35.924652
78.572000	0.001777	6.814864	-0.192198	35.924448
78.574000	0.001782	6.815204	-0.190628	35.924010
78.576000	0.001778	6.815704	-0.188477	35.923835
78.578000	0.001773	6.816297	-0.192926	35.923251
78.580000	0.001775	6.816752	-0.197757	35.923134
78.582000	0.001775	6.817176	-0.199278	35.922346
78.584000	0.001775	6.817436	-0.194248	35.921733
78.586000	0.001770	6.817816	-0.187457	35.921646
78.588000	0.001779	6.818434	-0.190687	35.921383
78.590000	0.001788	6.819020	-0.198776	35.921150
78.592000	0.001782	6.819465	-0.201571	35.920916
78.594000	0.001774	6.819845	-0.200978	35.921091
78.596000	0.001771	6.820004	-0.190670	35.920741
78.598000	0.001768	6.820254	-0.175836	35.920216
78.600000	0.001769	6.820782	-0.172234	35.919720
78.602000	0.001772	6.821140	-0.176627	35.919544
78.604000	0.001772	6.821209	-0.168340	35.919223
78.606000	0.001772	6.821411	-0.153485	35.918786
78.608000	0.001772	6.821780	-0.144933	35.918406
78.610000	0.001765	6.822156	-0.143298	35.918260
78.612000	0.001758	6.822739	-0.152667	35.917764
78.614000	0.001760	6.823227	-0.164968	35.917443
78.616000	0.001763	6.823422	-0.165617	35.917151
78.618000	0.001759	6.823730	-0.161496	35.917093
78.620000	0.001757	6.824019	-0.156869	35.916480
78.622000	0.001756	6.824294	-0.151642	35.915925
78.624000	0.001754	6.824590	-0.148323	35.915458
78.626000	0.001762	6.824833	-0.145160	35.915342
78.628000	0.001767	6.824959	-0.138711	35.915225
78.630000	0.001757	6.825017	-0.126084	35.914875
78.632000	0.001753	6.825053	-0.108490	35.914583
78.634000	0.001754	6.825220	-0.098707	35.914437
78.636000	0.001756	6.825404	-0.095460	35.914116
78.638000	0.001763	6.825621	-0.091760	35.914087
78.640000	0.001760	6.825686	-0.086708	35.913299
78.642000	0.001755	6.825820	-0.082531	35.913036
78.644000	0.001752	6.825947	-0.078246	35.912948
78.646000	0.001757	6.826055	-0.075957	35.912277
78.648000	0.001759	6.826171	-0.073825	35.911927
78.650000	0.001758	6.826117	-0.066656	35.911869
78.652000	0.001757	6.825990	-0.052430	35.911518
78.654000	0.001753	6.826055	-0.040784	35.910876
78.656000	0.001749	6.826146	-0.039056	35.910964
78.658000	0.001748	6.826272	-0.043118	35.910730
78.660000	0.001739	6.826106	-0.039370	35.910263
78.662000	0.001742	6.825856	-0.023108	35.909796
78.664000	0.001746	6.825730	-0.006554	35.909738
78.666000	0.001753	6.825856	-0.004436	35.908892
78.668000	0.001755	6.825867	-0.006822	35.908279
78.670000	0.001750	6.825831	-0.006246	35.907899
78.672000	0.001749	6.825639	0.001096	35.908016
78.674000	0.001750	6.825589	0.007586	35.908250
78.676000	0.001750	6.825578	0.008323	35.907987
78.678000	0.001752	6.825401	0.012147	35.907432
78.680000	0.001737	6.825147	0.020509	35.906878
78.682000	0.001740	6.825144	0.024113	35.906382
78.684000	0.001750	6.825299	0.019316	35.906265
78.686000	0.001755	6.825115	0.016712	35.905710
78.688000	0.001765	6.824826	0.026256	35.905740
78.690000	0.001764	6.824634	0.035064	35.905477
78.692000	0.001756	6.824377	0.045168	35.905127
78.694000	0.001742	6.824287	0.050935	35.904806
78.696000	0.001744	6.824243	0.047801	35.904251
78.698000	0.001746	6.823885	0.049018	35.903580
78.700000	0.001749	6.823495	0.061329	35.903230
78.702000	0.001747	6.823339	0.070927	35.902938
78.704000	0.001745	6.823212	0.069466	35.902938
78.706000	0.001748	6.823075	0.069211	35.902850
78.708000	0.001744	6.822959	0.069146	35.902558
78.710000	0.001755	6.822724	0.067639	35.902121
78.712000	0.001758	6.822424	0.071208	35.901770
78.714000	0.001760	6.822073	0.078481	35.901070
78.716000	0.001763	6.821914	0.083583	35.900136
78.718000	0.001765	6.821921	0.079441	35.900019
78.720000	0.001769	6.821744	0.073208	35.899873
78.722000	0.001763	6.821578	0.072202	35.899436
78.724000	0.001771	6.821483	0.069340	35.899290
78.726000	0.001775	6.821285	0.069634	35.899027
78.728000	0.001773	6.821288	0.065784	35.898560
78.730000	0.001772	6.821198	0.056733	35.897772
78.732000	0.001761	6.820941	0.056139	35.897830
78.734000	0.001758	6.820695	0.062361	35.897772
78.736000	0.001758	6.820532	0.065843	35.897393
78.738000	0.001756	6.820456	0.064424	35.896488
78.740000	0.001763	6.820315	0.061779	35.895992
78.742000	0.001776	6.820160	0.060712	35.895495
78.744000	0.001765	6.820019	0.058239	35.894970
78.746000	0.001769	6.819859	0.058135	35.894299
78.748000	0.001769	6.819859	0.055427	35.894620
78.750000	0.001754	6.819827	0.048190	35.894416
78.752000	0.001753	6.819726	0.044966	35.893744
78.754000	0.001749	6.819480	0.047918	35.893073
78.756000	0.001756	6.819360	0.050942	35.893015
78.758000	0.001776	6.819418	0.044696	35.892052
78.760000	0.001765	6.819411	0.039393	35.891643
78.762000	0.001768	6.819331	0.037749	35.891526
78.764000	0.001769	6.819219	0.037881	35.891059
78.766000	0.001759	6.819114	0.037555	35.890388
78.768000	0.001758	6.818962	0.038197	35.890154
78.770000	0.001763	6.818868	0.037765	35.889775
78.772000	0.001765	6.818666	0.041331	35.889221
78.774000	0.001759	6.818442	0.047053	35.888316
78.776000	0.001755	6.818326	0.050752	35.888257
78.778000	0.001755	6.818225	0.050148	35.887294
78.780000	0.001752	6.818116	0.048879	35.887090
78.782000	0.001743	6.817946	0.048594	35.886944
78.784000	0.001748	6.817870	0.050500	35.886506
78.786000	0.001763	6.817827	0.048450	35.886185
78.788000	0.001782	6.817668	0.046598	35.885572
78.790000	0.001798	6.817414	0.050356	35.885835
78.792000	0.001811	6.817074	0.060149	35.885047
78.794000	0.001812	6.816879	0.069053	35.884989
78.796000	0.001834	6.816810	0.068076	35.884755
78.798000	0.001822	6.816644	0.065227	35.883938
78.800000	0.001806	6.816488	0.063526	35.883325
78.802000	0.001824	6.816369	0.062632	35.883296
78.804000	0.001837	6.816065	0.064316	35.882654
78.806000	0.001838	6.815801	0.071946	35.882216
78.808000	0.001845	6.815946	0.067346	35.881691
78.810000	0.001859	6.816072	0.052798	35.881253
78.812000	0.001868	6.815975	0.043228	35.880815
78.814000	0.001878	6.815761	0.042445	35.880377
78.816000	0.001899	6.815512	0.050544	35.880144
78.818000	0.001910	6.815349	0.056723	35.879589
78.820000	0.001924	6.815284	0.053240	35.878714
78.822000	0.001938	6.815157	0.051817	35.878188
78.824000	0.001959	6.815114	0.049429	35.878334
78.826000	0.001971	6.815092	0.043040	35.877751
78.828000	0.001957	6.815212	0.032628	35.877254
78.830000	0.001939	6.815436	0.017714	35.876875
78.832000	0.001938	6.815559	0.005182	35.876525
78.834000	0.001933	6.815628	-0.002234	35.875912
78.836000	0.001926	6.815787	-0.011507	35.874657
78.838000	0.001917	6.815863	-0.018761	35.874599
78.840000	0.001889	6.815895	-0.021698	35.874132
78.842000	0.001887	6.815986	-0.023832	35.873723
78.844000	0.001898	6.816159	-0.027201	35.873402
78.846000	0.001898	6.816351	-0.034502	35.872877
78.848000	0.001893	6.816474	-0.037960	35.872497
78.850000	0.001883	6.816673	-0.042625	35.872118
78.852000	0.001881	6.816745	-0.046378	35.871534
78.854000	0.001881	6.816796	-0.045366	35.870980
78.856000	0.001869	6.817060	-0.048089	35.870950
78.858000	0.001852	6.817526	-0.060679	35.870192
78.860000	0.001842	6.818073	-0.083729	35.869929
78.862000	0.001819	6.818333	-0.097856	35.869287
78.864000	0.001793	6.818434	-0.099729	35.869141
78.866000	0.001776	6.818514	-0.094876	35.868791
78.868000	0.001771	6.818619	-0.088112	35.868499
78.870000	0.001752	6.818829	-0.084994	35.868032
78.872000	0.001733	6.819194	-0.088873	35.867594
78.874000	0.001730	6.819415	-0.093008	35.867098
78.876000	0.001723	6.819679	-0.094900	35.866718
78.878000	0.001727	6.820029	-0.101055	35.866310
78.880000	0.001724	6.820312	-0.107907	35.866018
78.882000	0.001727	6.820728	-0.113725	35.865785
78.884000	0.001730	6.821227	-0.121164	35.865113
78.886000	0.001728	6.821740	-0.132514	35.864530
78.888000	0.001733	6.822167	-0.143627	35.864471
78.890000	0.001720	6.822655	-0.153814	35.864179
78.892000	0.001716	6.823259	-0.166683	35.863362
78.894000	0.001720	6.823856	-0.180714	35.862954
78.896000	0.001708	6.824373	-0.192201	35.862749
78.898000	0.001701	6.824674	-0.193500	35.862516
78.900000	0.001709	6.825021	-0.188548	35.862224
78.902000	0.001725	6.825498	-0.187105	35.862195
78.904000	0.001734	6.826055	-0.188143	35.861523
78.906000	0.001740	6.826587	-0.191150	35.861173
78.908000	0.001734	6.827220	-0.201593	35.861173
78.910000	0.001726	6.827784	-0.212929	35.860765
78.912000	0.001729	6.828142	-0.213778	35.860619
78.914000	0.001732	6.828587	-0.209326	35.860093
78.916000	0.001719	6.829180	-0.210635	35.859656
78.918000	0.001717	6.829727	-0.215513	35.859597
78.920000	0.001721	6.830124	-0.215941	35.859101
78.922000	0.001729	6.830298	-0.205693	35.858576
78.924000	0.001707	6.830624	-0.191572	35.858488
78.926000	0.001677	6.831144	-0.187304	35.857992
78.928000	0.001665	6.831557	-0.188128	35.858255
78.930000	0.001634	6.831752	-0.183580	35.858021
78.932000	0.001585	6.832016	-0.172692	35.858050
78.934000	0.001561	6.832457	-0.166474	35.857700
78.936000	0.001545	6.832913	-0.168072	35.857525
78.938000	0.001550	6.833242	-0.168927	35.857321
78.940000	0.001571	6.833401	-0.161853	35.856504
78.942000	0.001625	6.833615	-0.151731	35.856095
78.944000	0.001722	6.833875	-0.144964	35.856153
78.946000	0.001856	6.834107	-0.139465	35.855920
78.948000	0.001993	6.834215	-0.133297	35.855686
78.950000	0.002179	6.834396	-0.123774	35.855628
78.952000	0.002417	6.834610	-0.116550	35.855424
78.954000	0.002645	6.834848	-0.113142	35.854898
78.956000	0.002903	6.835145	-0.111485	35.854752
78.958000	0.003220	6.835376	-0.110317	35.854490
78.960000	0.003487	6.835543	-0.108908	35.854110
78.962000	0.003764	6.835814	-0.107102	35.853585
78.964000	0.004055	6.836158	-0.109960	35.853293
78.966000	0.004226	6.836436	-0.115892	35.852593
78.968000	0.004285	6.836545	-0.115631	35.852418
78.970000	0.004286	6.836592	-0.105916	35.852768
78.972000	0.004237	6.836501	-0.089348	35.852651
78.974000	0.004054	6.836480	-0.074639	35.852622
78.976000	0.003783	6.836602	-0.065936	35.852651
78.978000	0.003443	6.836892	-0.065363	35.852418
78.980000	0.003118	6.837062	-0.070646	35.852330
78.982000	0.002837	6.837065	-0.068314	35.852563
78.984000	0.002547	6.837199	-0.061601	35.852739
78.986000	0.002191	6.837369	-0.063800	35.852680
78.988000	0.001951	6.837514	-0.066075	35.852797
78.990000	0.001817	6.837572	-0.063472	35.852739
78.992000	0.001728	6.837695	-0.059848	35.852213
78.994000	0.001688	6.837973	-0.060984	35.852301
78.996000	0.001686	6.838252	-0.068074	35.852126
78.998000	0.001692	6.838451	-0.074358	35.851630
79.000000	0.001714	6.838700	-0.079501	35.852418
79.002000	0.001742	6.839022	-0.085553	35.852301
79.004000	0.001755	6.839355	-0.094065	35.852038
79.006000	0.001765	6.839594	-0.100924	35.851775
79.008000	0.001770	6.839829	-0.101326	35.851775
79.010000	0.001781	6.840125	-0.102236	35.851980
79.012000	0.001802	6.840368	-0.105526	35.852009
79.014000	0.001814	6.840516	-0.106343	35.851921
79.016000	0.001829	6.840559	-0.099390	35.851863
79.018000	0.001823	6.840704	-0.089614	35.851775
79.020000	0.001805	6.840874	-0.085711	35.851308
79.022000	0.001799	6.840950	-0.081153	35.850754
79.024000	0.001794	6.841055	-0.076073	35.850083
79.026000	0.001786	6.841156	-0.071236	35.850141
79.028000	0.001787	6.841077	-0.062970	35.850112
79.030000	0.001790	6.841167	-0.054579	35.850258
79.032000	0.001795	6.841272	-0.052293	35.850229
79.034000	0.001795	6.841399	-0.052528	35.849878
79.036000	0.001798	6.841659	-0.058807	35.849149
79.038000	0.001803	6.841963	-0.065185	35.849236
79.040000	0.001803	6.842075	-0.068680	35.849411
79.042000	0.001799	6.841851	-0.062184	35.849470
79.044000	0.001803	6.841590	-0.041461	35.848507
79.046000	0.001819	6.841355	-0.019364	35.848477
79.048000	0.001817	6.841015	0.000285	35.848361
79.050000	0.001816	6.840668	0.020752	35.848040
79.052000	0.001818	6.840216	0.041688	35.847602
79.054000	0.001823	6.839456	0.069769	35.846872
79.056000	0.001825	6.838444	0.110863	35.846756
79.058000	0.001824	6.837510	0.153932	35.846347
79.060000	0.001823	6.836624	0.189580	35.846376
79.062000	0.001834	6.835658	0.221968	35.846610
79.064000	0.001850	6.834440	0.257046	35.845851
79.066000	0.001848	6.833300	0.290781	35.845442
79.068000	0.001849	6.832385	0.314011	35.845384
79.070000	0.001846	6.831474	0.331191	35.844771
79.072000	0.001840	6.830305	0.348063	35.844946
79.074000	0.001845	6.829079	0.368220	35.844537
79.076000	0.001850	6.827755	0.392143	35.843925
79.078000	0.001856	6.826417	0.417819	35.844070
79.080000	0.001860	6.824952	0.443114	35.843662
79.082000	0.001852	6.823545	0.466707	35.843137
79.084000	0.001848	6.822120	0.487805	35.843020
79.086000	0.001856	6.820753	0.506000	35.842407
79.088000	0.001873	6.819266	0.523133	35.841911
79.090000	0.001892	6.817877	0.537503	35.842086
79.092000	0.001899	6.816398	0.549620	35.842057
79.094000	0.001901	6.815013	0.560065	35.841648
79.096000	0.001899	6.813707	0.562966	35.841385
79.098000	0.001896	6.812361	0.561065	35.841064
79.100000	0.001889	6.810954	0.561463	35.841123
79.102000	0.001883	6.809540	0.568658	35.841006
79.104000	0.001888	6.808086	0.576314	35.841035
79.106000	0.001903	6.806802	0.576946	35.841181
79.108000	0.001903	6.805619	0.570219	35.840568
79.110000	0.001905	6.804426	0.561173	35.839955
79.112000	0.001916	6.802950	0.562700	35.839430
79.114000	0.001927	6.801539	0.568091	35.839751
79.116000	0.001923	6.800147	0.570684	35.839809
79.118000	0.001922	6.798903	0.570212	35.839547
79.120000	0.001931	6.797691	0.566061	35.839517
79.122000	0.001941	6.796703	0.554533	35.839313
79.124000	0.001941	6.795676	0.538124	35.839488
79.126000	0.001951	6.794707	0.520284	35.838992
79.128000	0.001949	6.793889	0.499444	35.838438
79.130000	0.001946	6.793195	0.474544	35.838146
79.132000	0.001959	6.792562	0.448694	35.837971
79.134000	0.001971	6.791864	0.423466	35.838700
79.136000	0.001987	6.791238	0.400348	35.838263
79.138000	0.001992	6.790725	0.378565	35.837650
79.140000	0.001989	6.790272	0.353971	35.837708
79.142000	0.001999	6.790008	0.325147	35.837883
79.144000	0.002003	6.789860	0.290083	35.837883
79.146000	0.002004	6.789589	0.259387	35.837679
79.148000	0.002012	6.789386	0.234368	35.837299
79.150000	0.002017	6.789372	0.207885	35.836803
79.152000	0.002027	6.789422	0.174759	35.837095
79.154000	0.002042	6.789451	0.144525	35.836891
79.156000	0.002060	6.789607	0.116834	35.836832
79.158000	0.002068	6.789650	0.092802	35.836599
79.160000	0.002069	6.789596	0.077562	35.836482
79.162000	0.002074	6.789712	0.063124	35.836395
79.164000	0.002074	6.789983	0.043404	35.836395
79.166000	0.002088	6.790453	0.018492	35.836745
79.168000	0.002097	6.791151	-0.018701	35.836599
79.170000	0.002084	6.791868	-0.060480	35.836541
79.172000	0.002093	6.792316	-0.090566	35.836044
79.174000	0.002109	6.792815	-0.109534	35.835490
79.176000	0.002109	6.793329	-0.126759	35.835432
79.178000	0.002120	6.793766	-0.139458	35.835140
79.180000	0.002129	6.794229	-0.150556	35.834585
79.182000	0.002137	6.794823	-0.162557	35.834410
79.184000	0.002147	6.795231	-0.171505	35.834468
79.186000	0.002146	6.795799	-0.178976	35.834585
79.188000	0.002139	6.796335	-0.187130	35.834177
79.190000	0.002145	6.796591	-0.186049	35.834352
79.192000	0.002149	6.796982	-0.178513	35.834118
79.194000	0.002150	6.797716	-0.183523	35.834293
79.196000	0.002151	6.798396	-0.199908	35.834206
79.198000	0.002145	6.799018	-0.212134	35.833885
79.200000	0.002152	6.799644	-0.221002	35.833855
79.202000	0.002166	6.800172	-0.225844	35.833739
79.204000	0.002169	6.800820	-0.229888	35.833534
79.206000	0.002184	6.801615	-0.241145	35.833389
79.208000	0.002194	6.802342	-0.254555	35.833564
79.210000	0.002200	6.802827	-0.259067	35.832659
79.212000	0.002213	6.803261	-0.252776	35.833301
79.214000	0.002216	6.803789	-0.245257	35.832951
79.216000	0.002208	6.804267	-0.239257	35.833009
79.218000	0.002208	6.804795	-0.237788	35.833009
79.220000	0.002205	6.805120	-0.233054	35.832601
79.222000	0.002206	6.805583	-0.225204	35.832513
79.224000	0.002205	6.806288	-0.226977	35.832221
79.226000	0.002201	6.807167	-0.239634	35.831783
79.228000	0.002197	6.807963	-0.254174	35.831929
79.230000	0.002204	6.808582	-0.260850	35.831988
79.232000	0.002189	6.809063	-0.260695	35.832221
79.234000	0.002177	6.809663	-0.258443	35.831900
79.236000	0.002168	6.810415	-0.260994	35.831842
79.238000	0.002151	6.811128	-0.267430	35.831842
79.240000	0.002133	6.811967	-0.276873	35.832017
79.242000	0.002118	6.812832	-0.290004	35.831725
79.244000	0.002109	6.813436	-0.296791	35.831696
79.246000	0.002097	6.814152	-0.296140	35.831404
79.248000	0.002092	6.815024	-0.300863	35.831404
79.250000	0.002072	6.815892	-0.312129	35.831521
79.252000	0.002048	6.816568	-0.318484	35.831200
79.254000	0.002043	6.817237	-0.316555	35.831083
79.256000	0.002030	6.817863	-0.312040	35.831141
79.258000	0.002021	6.818633	-0.309419	35.831229
79.260000	0.002000	6.819592	-0.316081	35.831462
79.262000	0.001989	6.820641	-0.330376	35.831579
79.264000	0.001989	6.821393	-0.339781	35.831404
79.266000	0.001978	6.822030	-0.339105	35.830908
79.268000	0.001967	6.822923	-0.337167	35.830995
79.270000	0.001955	6.823986	-0.345414	35.831112
79.272000	0.001945	6.825003	-0.357316	35.831200
79.274000	0.001940	6.825893	-0.367551	35.830849
79.276000	0.001935	6.826638	-0.368502	35.831054
79.278000	0.001934	6.827480	-0.367265	35.831200
79.280000	0.001925	6.828164	-0.363355	35.830995
79.282000	0.001915	6.828555	-0.347977	35.831462
79.284000	0.001896	6.828891	-0.322345	35.831112
79.286000	0.001899	6.829126	-0.292540	35.831229
79.288000	0.001914	6.829220	-0.260789	35.831433
79.290000	0.001923	6.829173	-0.227916	35.831258
79.292000	0.001929	6.829242	-0.195646	35.831112
79.294000	0.001925	6.829448	-0.172831	35.831229
79.296000	0.001913	6.829661	-0.154039	35.830762
79.298000	0.001919	6.829962	-0.145543	35.830995
79.300000	0.001925	6.830186	-0.139765	35.830966
79.302000	0.001926	6.830360	-0.132167	35.830908
79.304000	0.001926	6.830631	-0.128375	35.831054
79.306000	0.001919	6.830891	-0.125560	35.831346
79.308000	0.001922	6.831220	-0.124746	35.830645
79.310000	0.001917	6.831448	-0.125656	35.830382
79.312000	0.001918	6.831408	-0.116606	35.830762
79.314000	0.001927	6.831246	-0.095421	35.830762
79.316000	0.001932	6.831087	-0.073037	35.830645
79.318000	0.001926	6.830656	-0.047183	35.830295
79.320000	0.001924	6.830269	-0.016888	35.830558
79.322000	0.001925	6.830168	0.004057	35.830762
79.324000	0.001924	6.830099	0.012400	35.830266
79.326000	0.001931	6.830168	0.012930	35.830295
79.328000	0.001935	6.830309	0.004171	35.830470
79.330000	0.001924	6.830388	-0.007057	35.830032
79.332000	0.001920	6.830558	-0.015051	35.829828
79.334000	0.001922	6.830703	-0.022166	35.830178
79.336000	0.001931	6.830913	-0.029902	35.830236
79.338000	0.001939	6.830909	-0.034567	35.830032
79.340000	0.001939	6.830804	-0.029580	35.829828
79.342000	0.001949	6.830718	-0.022271	35.829594
79.344000	0.001937	6.830631	-0.014460	35.829624
79.346000	0.001926	6.830475	-0.005447	35.829361
79.348000	0.001936	6.830302	0.006301	35.829653
79.350000	0.001939	6.830204	0.013516	35.829886
79.352000	0.001944	6.830027	0.020565	35.829507
79.354000	0.001948	6.830150	0.019394	35.829945
79.356000	0.001951	6.830287	0.008896	35.829974
79.358000	0.001945	6.830313	0.004131	35.829390
79.360000	0.001933	6.830182	0.005268	35.828602
79.362000	0.001929	6.830063	0.009470	35.828719
79.364000	0.001928	6.830034	0.013874	35.828427
79.366000	0.001934	6.830157	0.010453	35.828223
79.368000	0.001926	6.830262	0.001913	35.828427
79.370000	0.001916	6.830233	-0.002421	35.828660
79.372000	0.001917	6.830204	-0.001470	35.828369
79.374000	0.001919	6.830439	-0.007343	35.828135
79.376000	0.001921	6.830624	-0.020582	35.827931
79.378000	0.001922	6.830609	-0.026270	35.828135
79.380000	0.001925	6.830667	-0.026664	35.827931
79.382000	0.001917	6.830714	-0.026510	35.827668
79.384000	0.001920	6.830851	-0.026533	35.827522
79.386000	0.001918	6.831032	-0.031449	35.827639
79.388000	0.001916	6.831195	-0.037033	35.827201
79.390000	0.001923	6.831419	-0.043721	35.827260
79.392000	0.001934	6.831763	-0.056093	35.827201
79.394000	0.001932	6.832154	-0.070222	35.827055
79.396000	0.001916	6.832548	-0.084915	35.827230
79.398000	0.001907	6.832928	-0.099275	35.826938
79.400000	0.001906	6.833278	-0.110806	35.826647
79.402000	0.001898	6.833535	-0.111551	35.826880
79.404000	0.001891	6.834045	-0.115271	35.826793
79.406000	0.001902	6.834664	-0.131606	35.826676
79.408000	0.001908	6.835210	-0.149061	35.826530
79.410000	0.001910	6.835767	-0.163983	35.826180
79.412000	0.001915	6.836183	-0.174178	35.825771
79.414000	0.001904	6.836653	-0.178745	35.825450
79.416000	0.001910	6.837235	-0.186603	35.825800
79.418000	0.001910	6.837818	-0.198709	35.825859
79.420000	0.001895	6.838360	-0.205541	35.825012
79.422000	0.001887	6.839152	-0.216145	35.824925
79.424000	0.001886	6.839872	-0.230091	35.825129
79.426000	0.001893	6.840668	-0.243272	35.824691
79.428000	0.001889	6.841525	-0.260610	35.824720
79.430000	0.001889	6.842252	-0.273483	35.824750
79.432000	0.001883	6.843044	-0.282966	35.824399
79.434000	0.001876	6.843996	-0.296889	35.824720
79.436000	0.001878	6.844737	-0.308602	35.824399
79.438000	0.001872	6.845446	-0.312051	35.824195
79.440000	0.001874	6.846285	-0.317236	35.823962
79.442000	0.001882	6.847041	-0.319069	35.823962
79.444000	0.001886	6.847717	-0.318031	35.823115
79.446000	0.001880	6.848473	-0.317207	35.822882
79.448000	0.001870	6.849280	-0.318596	35.822969
79.450000	0.001863	6.850054	-0.321729	35.822882
79.452000	0.001874	6.850879	-0.326457	35.822911
79.454000	0.001878	6.851649	-0.328596	35.822998
79.456000	0.001881	6.852463	-0.333565	35.822765
79.458000	0.001884	6.853060	-0.334668	35.822619
79.460000	0.001880	6.853754	-0.327004	35.822210
79.462000	0.001872	6.854597	-0.324795	35.822444
79.464000	0.001865	6.855299	-0.323602	35.822502
79.466000	0.001870	6.855838	-0.317752	35.821919
79.468000	0.001873	6.856304	-0.305985	35.821568
79.470000	0.001863	6.856717	-0.291542	35.821714
79.472000	0.001861	6.857133	-0.274908	35.821422
79.474000	0.001869	6.857610	-0.260436	35.821422
79.476000	0.001868	6.858294	-0.256177	35.821218
79.478000	0.001869	6.858988	-0.260809	35.821218
79.480000	0.001869	6.859491	-0.259154	35.820955
79.482000	0.001860	6.859773	-0.246443	35.820897
79.484000	0.001860	6.860196	-0.234992	35.820751
79.486000	0.001854	6.860652	-0.228175	35.820488
79.488000	0.001863	6.861061	-0.222202	35.820459
79.490000	0.001868	6.861563	-0.218123	35.820051
79.492000	0.001864	6.862026	-0.215313	35.819876
79.494000	0.001853	6.862370	-0.211660	35.820051
79.496000	0.001863	6.862775	-0.206015	35.819438
79.498000	0.001870	6.863336	-0.206868	35.819175
79.500000	0.001868	6.863715	-0.206028	35.819292
79.502000	0.001863	6.863972	-0.196142	35.819088
79.504000	0.001860	6.864236	-0.185534	35.818854
79.506000	0.001858	6.864265	-0.171137	35.818942
79.508000	0.001859	6.864334	-0.153040	35.818621
79.510000	0.001864	6.864602	-0.140236	35.818358
79.512000	0.001861	6.865036	-0.138580	35.818300
79.514000	0.001856	6.865227	-0.139453	35.818270
79.516000	0.001860	6.865350	-0.130138	35.817979
79.518000	0.001850	6.865470	-0.119799	35.817803
79.520000	0.001860	6.865632	-0.112513	35.817570
79.522000	0.001869	6.865781	-0.106749	35.817687
79.524000	0.001863	6.865788	-0.095396	35.817249
79.526000	0.001864	6.865824	-0.082700	35.816694
79.528000	0.001858	6.865944	-0.074423	35.816607
79.530000	0.001853	6.866146	-0.074581	35.816986
79.532000	0.001857	6.866077	-0.070413	35.817074
79.534000	0.001867	6.866276	-0.064760	35.816315
79.536000	0.001869	6.866591	-0.067633	35.816111
79.538000	0.001853	6.866501	-0.064854	35.816402
79.540000	0.001846	6.866497	-0.056768	35.816052
